open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
182.955,186.5,180.94,185.9,112932985.0,186.5,180.94,185.9,182.955,112932985.0,1.0,0.0,TSLA,XNAS,2023-04-13T00:00:00+0000
190.74,191.5846,180.31,180.54,150256278.0,191.5846,180.31,180.54,190.74,150256278.0,1.0,0.0,TSLA,XNAS,2023-04-12T00:00:00+0000
186.69,189.19,185.6475,186.79,115770892.0,189.19,185.6475,186.79,186.69,115770892.0,1.0,0.0,TSLA,XNAS,2023-04-11T00:00:00+0000
179.94,185.1,176.11,184.51,142154637.0,185.1,176.11,184.51,179.94,142154637.0,1.0,0.0,TSLA,XNAS,2023-04-10T00:00:00+0000
183.08,186.39,179.74,185.06,123857932.0,186.39,179.74,185.06,183.08,123857932.0,1.0,0.0,TSLA,XNAS,2023-04-06T00:00:00+0000
190.515,190.68,183.76,185.52,133882493.0,190.68,183.76,185.52,190.515,133882493.0,1.0,0.0,TSLA,XNAS,2023-04-05T00:00:00+0000
197.32,198.7446,190.32,192.58,126463845.0,198.7446,190.32,192.58,197.32,126463845.0,1.0,0.0,TSLA,XNAS,2023-04-04T00:00:00+0000
199.91,202.6897,192.2,194.77,169545900.0,202.6897,192.2,194.77,199.91,169545900.0,1.0,0.0,TSLA,XNAS,2023-04-03T00:00:00+0000
197.53,207.79,197.2,207.46,170222118.0,207.79,197.2,207.46,197.53,170222118.0,1.0,0.0,TSLA,XNAS,2023-03-31T00:00:00+0000
195.58,197.33,194.42,195.28,110252238.0,197.33,194.42,195.28,195.58,110252238.0,1.0,0.0,TSLA,XNAS,2023-03-30T00:00:00+0000
193.13,195.29,189.44,193.88,123660026.0,195.29,189.44,193.88,193.13,123660026.0,1.0,0.0,TSLA,XNAS,2023-03-29T00:00:00+0000
192.0,192.35,185.43,189.19,98654635.0,192.35,185.43,189.19,192.0,98654635.0,1.0,0.0,TSLA,XNAS,2023-03-28T00:00:00+0000
